"ParticipantID","western_female","eastern_female","female_pick","gender_feedback","western_participant","eastern_participant","higher_incentive","Chinese_female","SouthKorean_female","Italian_female","German_female","is_chinese_participant","is_korean_participant","is_italian_participant","is_german_participant","gender_male","race_white","age","country","cond","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q33_9","Q33_10","Q33_11","Q33_12","Q33_13","Q33_14","Q33_15","Q33_16","Q33_17","Q33_18","Q33_19","Q33_20","Q33_21","Q33_22","Q33_23","Q33_24","Professor1","Professor2","Professor3","Professor4","Professor5","Professor6","Professor7","Professor8","Professor9","Professor10","Professor11","Professor12","Professor13","Professor14","Professor15","Professor16","Professor17","Professor18","Professor19","Professor20","Professor21","Professor22","Professor23","Professor24","P_gender_unrecognized"
504,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,37,"China","control","Female","Male","Male","Male","Unknown","Male","Unknown","Unknown","Male","Male","Male","Male","Female","Male","Male","Female","Female","Male","Male","Female","Male","Female","Male","Male","Weilie","Li","Sung-chul","Xuetao","Gontard","Ky-chun","Ditmar","Shenggen","Claus-Peter","Kil-nam","Kwang-je","Ethel","Jan","Lionello","Engelbert","Junliang","Ping","Jong-sei","Renato","In-young","Dino","Renata","Lino","Roberto",0.125
505,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,38,"China","treat","Unknown","Unknown","Male","Male","Male","Unknown","Male","Male","Unknown","Unknown","Male","Unknown","Male","Female","Unknown","Unknown","Male","Unknown","Male","Female","Male","Unknown","Unknown","Unknown","Junliang","Canfa","Ciro","Udo","Engelbert","Jinghua","Job-Gunter","Demetrio","Baek-in","Dong","Ferdinando","Sung-chul","Gerardo","Ana","Jong-sei","Xinyuan","Claus-Peter","Kwang-je","Lino","Sung-hee","Ditmar","Anty","Choong-soo","Ping",0.5
506,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,54,"China","control","Male","Female","Male","Unknown","Female","Female","Female","Male","Male","Unknown","Female","Male","Female","Male","Female","Male","Male","Male","Unknown","Male","Male","Male","Male","Female","Weilie","Choong-soo","Engelbert","Gontard","Stefania","Longjin","Ana","Ciro","Bong-ho","Ludger","Luis","Ferdinando","Sung-hee","Gerardo","Xinyuan","Lino","Job-Gunter","Junliang","Ditmar","Kwang-je","Kil-nam","Dong","Baek-in","Ping",0.125
507,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,22,"China","control","Female","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Male","Male","Female","Male","Female","Female","Male","Male","Male","Female","Male","Male","Jong-sei","Job-Gunter","Ciro","Luis","Ky-chun","Kil-nam","Ping","Wedig","Melanie","Jan","Choong-soo","Xuhua","Mariassunta","Engelbert","Sung-chul","Lionello","Jinghua","Xuetao","Gerardo","Li","Longjin","Hei-sook","Claus-Peter","Ferdinando",0
508,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,26,"China","treat","Unknown","Female","Female","Male","Unknown","Unknown","Unknown","Male","Unknown","Male","Unknown","Female","Male","Unknown","Unknown","Unknown","Female","Female","Female","Male","Female","Unknown","Unknown","Male","Renato","Hei-sook","Ping","Roberto","Yong-pil","Weilie","Engelbert","Choong-soo","Sung-chul","Claus-Peter","Mechtild","Junliang","Ky-chun","Wedig","Gontard","Ciro","Jinghua","Jong-sei","Ning","Job-Gunter","Lucetta","Gerardo","Lino","Longjin",0.458333333333333
509,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,26,"China","treat","Male","Male","Female","Female","Male","Male","Female","Female","Male","Female","Male","Male","Female","Female","Male","Male","Female","Female","Male","Female","Male","Male","Male","Female","Job-Gunter","Heike","Miaoqing","Jan","Junliang","Xuetao","Choong-soo","Jinghua","Augusta","Baek-in","Renato","In-jin","Xinyuan","Ferdinando","Jong-sei","Roberto","Weilie","Yeong-hui","Ludger","Udo","Luis","Engelbert","Bong-ho","Gerardo",0
510,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,32,"China","control","Male","Male","Male","Female","Female","Male","Male","Male","Female","Female","Male","Male","Male","Male","Female","Female","Male","Male","Female","Male","Female","Male","Male","Male","Renato","Mechtild","Bong-ho","Xuhua","Canfa","Kil-nam","Dino","Gernulf","Renata","In-jin","Longjin","Ky-chun","Ferdinando","Claus-Peter","Xuetao","Baek-in","Lionello","Ludger","Hwa-jin","Ping","Li","Udo","Gontard","Luis",0
511,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,29,"China","treat","Female","Male","Male","Male","Female","Male","Female","Male","Male","Female","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Male","Male","Male","Male","Canfa","Xuetao","Claus-Peter","Shenggen","Wenying","Ludger","Baek-in","Yong-pil","Ciro","Choong-soo","In-jin","Gontard","Greta","Kwang-je","Longjin","Roberto","Xinyuan","Mariassunta","Lionello","Luis","Job-Gunter","Demetrio","Yeong-hui","Gernulf",0
512,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,45,"China","control","Male","Male","Male","Male","Female","Male","Male","Male","Male","Male","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Female","Male","Unknown","Female","Unknown","Unknown","Unknown","Roberto","Ky-chun","Jinghua","Ciro","Melanie","Gontard","Demetrio","Engelbert","Ferdinando","Ditmar","Xinyuan","Udo","Hong-nam","Choong-soo","Lino","Shenggen","Baek-in","Wenying","Job-Gunter","Jong-sei","Dora","Yong-pil","Xuhua","Weilie",0.416666666666667
513,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,28,"China","treat","Male","Female","Female","Unknown","Male","Male","Female","Male","Female","Male","Female","Male","Male","Male","Unknown","Female","Unknown","Male","Male","Male","Female","Male","Male","Unknown","In-jin","Ping","Yeong-hui","Sucheng","Roberto","Udo","Lionello","Xuetao","Junliang","Luis","Weilie","Renato","Gontard","Job-Gunter","Wedig","Maria","Canfa","Kwang-je","Baek-in","Jong-sei","Yong-pil","Gerardo","Gernulf","Bettine",0.166666666666667
514,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21,"China","control","Male","Male","Male","Female","Female","Male","Male","Male","Female","Female","Female","Female","Male","Male","Male","Male","Male","Male","Male","Female","Male","Female","Unknown","Male","Ludger","Junliang","Demetrio","Canfa","Jong-sei","Roberto","Xuetao","Claus-Peter","Yinhe","Xinyuan","Greta","Lucetta","Kwang-je","Ping","Dino","Wedig","Hong-nam","Yong-pil","Sung-chul","Ky-chun","Lionello","Jan","Ditmar","Renato",0.0416666666666667
515,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,32,"China","treat","Male","Male","Male","Male","Male","Female","Male","Male","Female","Female","Female","Male","Female","Male","Female","Male","Male","Male","Male","Male","Male","Female","Female","Female","Weilie","Ciro","Engelbert","Gontard","Bong-ho","Jan","Gerardo","Job-Gunter","Jinghua","Xinyuan","Baek-in","Lino","Eugenia","Luis","Xuhua","Ditmar","Greta","Canfa","Ky-chun","Ferdinando","Yong-pil","In-young","Ning","Kwang-je",0
516,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,38,"China","control","Male","Unknown","Unknown","Unknown","Unknown","Female","Male","Male","Unknown","Male","Male","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Male","Unknown","Male","Unknown","Yong-pil","Sucheng","Ky-chun","Wedig","Choon-mie","Greta","Xuetao","Ferdinando","Ping","Jan","Junliang","Job-Gunter","Renato","Gerardo","In-jin","Gernulf","Ciro","Jong-sei","Lino","Anty","Bong-ho","Canfa","Weilie","Gontard",0.583333333333333
517,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21,"China","control","Male","Female","Unknown","Unknown","Male","Male","Female","Male","Unknown","Unknown","Male","Male","Unknown","Male","Male","Unknown","Female","Unknown","Unknown","Male","Male","Male","Unknown","Unknown","Ferdinando","Melanie","Choong-soo","Longjin","Renato","Junliang","Ning","Job-Gunter","Yong-pil","Shenggen","Luis","Wedig","Xuhua","Claus-Peter","Lionello","Udo","Dora","Ky-chun","Bong-ho","Demetrio","Kil-nam","Engelbert","Jinghua","Hei-sook",0.416666666666667
518,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,30,"China","control","Male","Male","Female","Female","Female","Male","Male","Male","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Male","Male","Female","Male","Male","Xuhua","Choong-soo","Lucetta","Choon-mie","Longjin","Roberto","Weilie","Ditmar","Lino","Beatrix","Ludger","Yong-pil","Dino","Xiaoyi","Kwang-je","Udo","Ferdinando","Jinghua","Job-Gunter","Wedig","Shenggen","In-jin","Luis","Kil-nam",0
519,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,61,"China","treat","Male","Male","Male","Male","Male","Female","Male","Unknown","Male","Male","Female","Male","Male","Male","Female","Male","Male","Male","Female","Male","Male","Female","Male","Male","Roberto","Kwang-je","Shenggen","Lino","Xiaoyi","Ana","Choong-soo","Kil-nam","Gerardo","Sung-chul","Ping","Claus-Peter","Ditmar","Job-Gunter","Xuhua","Udo","Ciro","Xuetao","Wedig","Kyongae","In-jin","Stefania","Lionello","Jinghua",0.0416666666666667
520,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,32,"China","treat","Female","Female","Male","Female","Male","Male","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Male","Unknown","Male","Female","Unknown","Male","Male","Male","Lino","Ana","Zhizhen","Lucetta","Ferdinando","Shenggen","Gontard","Lionello","Baek-in","Kwang-je","Yong-pil","Gernulf","Kil-nam","Canfa","Ciro","Luis","Engelbert","Job-Gunter","Claus-Peter","Junliang","In-jin","Weilie","Xinyuan","Hong-nam",0.416666666666667
521,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,34,"China","control","Female","Male","Male","Female","Unknown","Female","Male","Female","Male","Female","Male","Male","Male","Male","Male","Male","Male","Unknown","Male","Male","Unknown","Male","Male","Unknown","Jinghua","Xinyuan","Gernulf","Xuetao","Ferdinando","Weilie","Gerardo","Xuhua","Roberto","Renata","Ditmar","Ky-chun","Dong","Engelbert","Renato","Kil-nam","Luis","Gontard","Kwang-je","Yong-pil","Wedig","Trude","Choong-soo","In-young",0.166666666666667
522,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,23,"China","treat","Male","Female","Male","Female","Male","Female","Male","Male","Male","Female","Male","Male","Male","Male","Male","Male","Male","Male","Female","Female","Male","Female","Male","Female","Claus-Peter","Bok-ryeo","Udo","Junliang","Luis","Jan","Ky-chun","Kwang-je","Ditmar","Xuhua","Choong-soo","Gontard","Dino","Wenying","Lionello","Sung-chul","Yong-pil","Ping","Jinghua","Ana","Roberto","Weilie","Lino","Eugenia",0
523,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,34,"China","control","Female","Male","Male","Male","Female","Male","Female","Female","Female","Male","Male","Male","Male","Male","Male","Female","Female","Female","Female","Male","Male","Male","Male","Male","Engelbert","Ludger","Demetrio","Sung-chul","Weilie","Claus-Peter","Alma","Yunhui","Ping","Lionello","Hwa-jin","Junliang","Bong-ho","Longjin","Dino","Choong-soo","Kil-nam","Luis","Jan","Jong-sei","Xuhua","Renato","Gernulf","Ethel",0
524,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,32,"China","control","Male","Male","Male","Male","Male","Male","Unknown","Male","Male","Male","Unknown","Male","Female","Male","Male","Male","Female","Male","Female","Male","Female","Male","Male","Female","Baek-in","Udo","Dino","Choong-soo","Longjin","Kil-nam","Xuhua","Kwang-je","Ditmar","Jan","Renato","Zhizhen","Hong-nam","Jong-sei","Lino","Claus-Peter","Jinghua","Augusta","Junliang","Luis","Ana","Demetrio","Job-Gunter","Xinyuan",0.0833333333333333
525,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,32,"China","treat","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Wedig","Baek-in","Kyongae","Longjin","Gerardo","Bong-ho","Kil-nam","Roberto","Gernulf","Xinyuan","Zhizhen","Anty","Xuhua","Luis","Jinghua","Demetrio","Ludger","Engelbert","Canfa","Choong-soo","Job-Gunter","Ciro","Jong-sei","Heike",0.833333333333333
526,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,57,"China","treat","Male","Female","Female","Male","Male","Male","Female","Male","Male","Unknown","Female","Male","Male","Female","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Junliang","Kwang-je","In-jin","Lionello","Ping","Yunhui","Maria","Renato","Longjin","Sung-chul","Weilie","Dino","Ethel","Choong-soo","Claus-Peter","Hwa-jin","Bong-ho","Ludger","Job-Gunter","Shenggen","Roberto","Udo","Jan","Gerardo",0.0416666666666667
527,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,32,"China","control","Unknown","Male","Female","Unknown","Female","Male","Unknown","Male","Male","Unknown","Male","Unknown","Unknown","Male","Female","Female","Male","Female","Male","Male","Female","Male","Male","Female","Choong-soo","Dino","Alma","Kwang-je","Jan","Ferdinando","Ciro","Xuetao","Claus-Peter","In-ho","Gontard","Baek-in","Canfa","Lionello","Longjin","Ning","Ky-chun","In-jin","Demetrio","Wedig","Jinghua","Junliang","Gernulf","Bettine",0.25
528,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,19,"China","treat","Female","Male","Female","Male","Male","Female","Male","Male","Female","Female","Male","Female","Female","Male","Male","Female","Female","Male","Female","Female","Female","Male","Female","Female","Canfa","Roberto","In-jin","Lino","Longjin","Yong-pil","Kwang-je","Choong-soo","Jan","Lionello","Job-Gunter","Sung-chul","Greta","Ditmar","Claus-Peter","Ping","Xiaoyi","Xuetao","Shenggen","Renato","Lucetta","Bok-ryeo","Ciro","Gontard",0
529,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,43,"China","control","Male","Male","Male","Male","Male","Male","Female","Female","Male","Male","Male","Male","Male","Female","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Yunhui","Udo","Weilie","Hei-sook","Ciro","Yong-pil","Xinyuan","Xuhua","Gontard","Ludger","Gerardo","Roberto","Ky-chun","Jinghua","Renato","Lucetta","Choong-soo","Jan","Trude","Longjin","Bong-ho","In-jin","Lino","Claus-Peter",0
530,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,24,"China","treat","Male","Female","Male","Male","Male","Male","Male","Female","Female","Male","Male","Female","Female","Male","Female","Male","Female","Female","Female","Unknown","Unknown","Male","Male","Male","Ping","Yong-pil","Ky-chun","Luis","Sung-chul","Kwang-je","Jong-sei","Lino","Ana","Dino","Udo","Xinyuan","Eugenia","Engelbert","Canfa","Ditmar","Longjin","Ning","Jan","Claus-Peter","Bok-ryeo","Jinghua","Lionello","Ferdinando",0.0833333333333333
531,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,30,"China","control","Male","Female","Male","Female","Female","Male","Male","Male","Male","Female","Female","Unknown","Unknown","Male","Male","Female","Unknown","Female","Male","Unknown","Female","Male","Male","Unknown","Jinghua","Ping","Lino","Li","Bettine","Job-Gunter","Engelbert","Ferdinando","Junliang","Gontard","Luis","Jong-sei","Sung-chul","Ludger","Ditmar","Anty","Choong-soo","Longjin","Gerardo","Ky-chun","Sung-hee","Xuhua","Kwang-je","Lionello",0.208333333333333
532,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,37,"China","control","Unknown","Male","Unknown","Male","Male","Male","Male","Unknown","Female","Male","Unknown","Male","Female","Unknown","Unknown","Unknown","Male","Unknown","Male","Unknown","Unknown","Male","Female","Male","Ning","Ciro","Lino","Gontard","Weilie","Job-Gunter","Sung-chul","Choong-soo","Jan","Ping","Xinyuan","Claus-Peter","Jinghua","In-young","Lionello","Ditmar","Gerardo","Baek-in","Kwang-je","Beatrix","Ky-chun","Renato","Anty","Xuetao",0.416666666666667
533,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,24,"China","treat","Male","Female","Unknown","Unknown","Female","Male","Unknown","Female","Male","Unknown","Male","Female","Male","Female","Unknown","Male","Female","Female","Male","Male","Female","Unknown","Female","Female","Ping","Renato","Lino","Xuetao","Ciro","Roberto","Junliang","Jinghua","Hong-nam","Job-Gunter","Choong-soo","Sucheng","Udo","Kwang-je","In-jin","Claus-Peter","Maria","Bettine","Gernulf","Gontard","Luis","Kil-nam","Weilie","Sung-chul",0.25
534,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,33,"China","treat","Unknown","Female","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Female","Unknown","Female","Female","Male","Male","Female","Male","Unknown","Male","Unknown","Male","Unknown","Unknown","Male","Unknown","Job-Gunter","Xuetao","Dong","Lino","Yong-pil","Ditmar","In-jin","Luis","Ky-chun","Anty","Melanie","Kwang-je","Engelbert","Gerardo","Canfa","Gernulf","Xinyuan","Roberto","Ludger","Dino","In-ho","Ping","Shenggen","Baek-in",0.5
535,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,24,"China","control","Female","Male","Male","Male","Male","Unknown","Unknown","Male","Female","Female","Male","Unknown","Unknown","Male","Male","Male","Female","Male","Female","Male","Male","Male","Male","Male","Junliang","Claus-Peter","Roberto","Shenggen","Demetrio","In-jin","Wedig","Yong-pil","Maria","Melanie","Jong-sei","Sucheng","Lino","Ludger","Ferdinando","Xuetao","Xinyuan","Kil-nam","Choon-mie","Lionello","Longjin","Bong-ho","Gernulf","Ditmar",0.166666666666667
536,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,26,"China","treat","Male","Female","Female","Male","Female","Unknown","Male","Male","Unknown","Unknown","Female","Male","Female","Male","Female","Male","Male","Female","Female","Male","Female","Female","Female","Male","Dino","Ciro","Kil-nam","Claus-Peter","Ferdinando","Bong-ho","Wedig","Dong","Jong-sei","Kwang-je","Sung-hee","Sung-chul","Gerardo","Ditmar","Canfa","Job-Gunter","Engelbert","Lino","Weilie","Longjin","Ana","Lucetta","Junliang","Ping",0.125
537,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,24,"China","treat","Male","Male","Male","Female","Female","Male","Female","Female","Unknown","Male","Unknown","Unknown","Male","Male","Female","Unknown","Male","Unknown","Male","Unknown","Male","Unknown","Unknown","Female","Renato","Udo","Gerardo","Weilie","Xinyuan","Claus-Peter","Renata","Melanie","Yong-pil","Ciro","Xuetao","Choong-soo","Bong-ho","Job-Gunter","Miaoqing","Shenggen","Lino","Sung-chul","Luis","Jong-sei","Gontard","Longjin","Ludger","Yeong-hui",0.333333333333333
538,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,29,"China","control","Male","Female","Male","Female","Male","Male","Female","Male","Female","Unknown","Female","Male","Male","Male","Male","Male","Female","Female","Male","Female","Male","Unknown","Male","Female","Gerardo","In-jin","Dong","Ping","Job-Gunter","Shenggen","Isabel","Xinyuan","Weilie","Udo","Yeong-hui","Engelbert","Yong-pil","Ludger","Renato","Roberto","Dora","Baek-in","Ferdinando","Xuetao","Ditmar","Bong-ho","Luis","Kwang-je",0.0833333333333333
539,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,35,"China","control","Unknown","Unknown","Unknown","Male","Male","Unknown","Unknown","Female","Female","Male","Unknown","Unknown","Female","Female","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Male","Junliang","Sung-chul","Longjin","Lino","Luis","Bong-ho","Xuetao","Jan","Ping","Dino","Yunhui","Shenggen","Eugenia","Heike","Renato","Ludger","In-jin","Hwa-jin","Kwang-je","Ditmar","Jong-sei","Roberto","Gernulf","Claus-Peter",0.583333333333333
540,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,35,"China","treat","Female","Male","Male","Male","Male","Male","Male","Female","Female","Female","Male","Male","Male","Female","Male","Male","Female","Female","Male","Male","Female","Male","Male","Male","Wedig","Dino","Ciro","In-jin","Gontard","Jong-sei","Baek-in","Li","Melanie","Anty","Demetrio","Kil-nam","Job-Gunter","Canfa","In-ho","Gerardo","Jinghua","Xinyuan","Roberto","Jan","Xuetao","Longjin","Yong-pil","Gernulf",0
541,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20,"China","control","Male","Male","Male","Male","Male","Female","Unknown","Unknown","Male","Male","Female","Female","Male","Male","Female","Male","Female","Male","Male","Male","Male","Female","Female","Female","Ferdinando","Ning","Kil-nam","Wedig","Yong-pil","Weilie","Canfa","Renato","Ludger","Engelbert","Udo","Lucetta","Ciro","Baek-in","Xuhua","Jong-sei","Jinghua","Bong-ho","Demetrio","Luis","Job-Gunter","Longjin","Hei-sook","Melanie",0.0833333333333333
542,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21,"China","control","Female","Female","Male","Male","Male","Male","Male","Male","Male","Male","Male","Female","Female","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Jan","Junliang","Ditmar","Ethel","Engelbert","In-jin","Job-Gunter","Anty","Gerardo","Claus-Peter","Baek-in","Wenying","Canfa","Sung-chul","Shenggen","Ciro","Renato","Kil-nam","Kyongae","Xuhua","Dino","Yong-pil","Lino","Xuetao",0
543,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,26,"China","treat","Male","Male","Male","Female","Female","Male","Female","Male","Female","Female","Female","Male","Male","Female","Male","Male","Male","Female","Male","Male","Male","Female","Female","Female","Renato","Udo","Dong","Ciro","Hei-sook","Jan","Jinghua","Shenggen","Xinyuan","Choong-soo","Bettine","Ping","Luis","Renata","Bong-ho","Lino","Gontard","Job-Gunter","Dino","Yong-pil","Ditmar","Sung-chul","Longjin","Kwang-je",0
544,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,30,"China","control","Female","Female","Male","Unknown","Male","Unknown","Male","Unknown","Male","Unknown","Unknown","Unknown","Male","Male","Unknown","Female","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Male","Male","Jan","Canfa","Lino","Kwang-je","Gontard","Miaoqing","Lionello","Xinyuan","Job-Gunter","Longjin","Hwa-jin","In-jin","Renato","Dino","Kil-nam","Augusta","Ky-chun","Bong-ho","Shenggen","Mechtild","Xuhua","Ditmar","Ludger","Ciro",0.5
